name,pro,address,year,taoshu,price
汇金城,雨花小区,(雨花跳马)韶山南路与环保大道交汇处东北角（汽车南站往南1000米）,2015年建成 ,0,10978
旭辉香樟公馆,雨花小区,(雨花树木岭)香樟路589号,2016年建成 ,0,10978
锦湘国际星城三期,雨花小区,(雨花尚东)朝晖路496号,2008年建成 ,35,10981
东一国际,雨花小区,(雨花东塘)劳动西路26号,2005年建成 ,5,10987
星语林名园,雨花小区,(雨花铁道学院)友谊路55号,2007年建成 ,6,10989
菁华源,雨花小区,(雨花赤岗冲)红花坡路73号,2008年建成 ,5,10994
翠林雅苑,雨花小区,(雨花赤岗冲)红花坡127号,2011年建成 ,0,11018
美林景园,雨花小区,(雨花武广新城)美林街30号,2005年建成 ,4,11083
大为时代家园,雨花小区,(雨花万家丽南路)时代阳光大道大为时代家园,暂无信息 ,3,11086
佳天国际新城,雨花小区,"(雨花东塘)芙蓉中路二段, 芙蓉中路二段359",暂无信息 ,2,11100
金凤滩家园,雨花小区,(雨花韶山南路)竹塘中路396号,2007年建成 ,6,11104
金龙苑,雨花小区,(雨花高桥)东进街99号,2011年建成 ,0,11117
山水花都,雨花小区,(雨花雨花亭)新塘冲54号,2008年建成 ,4,11119
福乐康城,雨花小区,(雨花赤岗冲)茶园坡路46号,2006年建成 ,10,11143
城南故事,雨花小区,(雨花井湾子)井圭路17号,2004年建成 ,7,11153
丽星景园,雨花小区,(雨花赤岗冲)劳动东路204号,2006年建成 ,3,11172
上海城,雨花小区,(雨花韶山南路)韶山南路633号,2003年建成 ,35,11193
绿地之窗,雨花小区,(雨花武广新城)湘天路499号,2015年建成 ,0,11202
